poem,gpt_lp
"дай мне сегодня океан 
 в сонный антураж 
 листопад лёг в диван 
 ветер сник и притаился мой гараж",-6.917544364929199
"и беспощадно убыванье дней 
 стайка меев прячет спинки 
 тот кто честней 
 вдвоём с ним новый год без малейшей запинки",-7.023959636688232
"что прячутся в листве 
 я не смогу ничего 
 и он бесценен в большинстве 
 и глядят глядят как очи друга серца моего",-7.034224033355713
"хруст желудей и треск 
 хотела свой такой заветный 
 ленивая лежит не тая ликования всплеск 
 все законы как и предрассветный",-7.089777946472168
"раскинув тёплые шатры 
 её расположенье к нам сестрёнка на порог 
 среди блестящей мишуры 
 сегодня август строг",-7.106150150299072
"а к утру оставляя свой след 
 и росчерк золоченых вензелей 
 кофе книга плед 
 не спеши сосед лей",-7.115732192993164
"рядами стоят изумрудные ели 
 или жалобный шепот врага 
 и души оттепели 
 сошла снега шуга",-7.1178107261657715
"и апостола луки 
 не ведая жалости к себе звёздную деву 
 как закончатся муки 
 базилевс полюбил королеву",-7.13453483581543
"осенью и костром 
 меня с такой силой рванула вперёд 
 залив виднется ребром 
 ещё не черёд",-7.178785800933838
"и там её 
 капризен противоречив он 
 на охоте без неё 
 вот и подставлен был он юн",-7.207494735717773
"каждой радости свой срок отжила 
 я хочу всегда и так прост пейзаж 
 как неволя твоя тяжела 
 вслед раскатистый гром молний яркий кураж",-7.235557556152344
"и клонит бедного ко сну готово 
 из москвы где мало 
 а вместо елей местечково 
 лето лето лето как могло нас баловало",-7.249850749969482
"ну а дальше как 
 отличие от нас ушла весна 
 не утешится никак 
 для нас всегда была населена",-7.355626583099365
"в тёмной мрачной мгле 
 водице застя свет 
 рядом на стволе 
 красивых мест не найден ответ",-7.370726108551025
"и ложится на снег словно воском выжженный 
 будемо з нею тепер до свiтанку 
 улыбается для нас обычный климат топительный 
 и тебя спозаранку",-7.450331687927246
"захватит сердце бесконечно 
 волшебной золотой неповторимой 
 но ты согласен да конечно 
 свежий простой и зримой",-7.4987077713012695
"а над степью засияла 
 петербург один из них белее снега 
 в его пасти сияла 
 фото река пинега",-7.505631923675537
"оставляем на потом 
 где парусник пожалуй мчится 
 и возбуждает горячим фокстротом 
 май приглашает лето к нам постучится",-7.505882740020752
"в зиму нелегка 
 тихой песнею светило небесное 
 а у большака 
 вот уже за маем чудесное",-7.520579814910889
"за здравие не упокой 
 как смертью забытая женщина 
 эта весна да какой 
 дорожкой лунной пала рыжина",-7.590081214904785
"и вот уж минуло лет не заходит 
 белым шёлком разукрасит землю щедро 
 взгляд одиночества не сходит 
 на массаж на гидро",-7.615928649902344
"охладит луга жнивьё после урожая 
 ударил сверху страшный гром 
 смычком узор изображая 
 на тополе втором",-7.626160621643066
"и прячется в серые тучи 
 по соломке выстелен рогозец 
 и слышатся вдали раскаты грома молний стрелы жгучи 
 восход закат и джазец",-7.649371147155762
"на родные милые лица 
 и вернутся домой слегка уставшим 
 везёлка везёлка везеница 
 с ураганом слетавшим",-7.6824493408203125
"пар долинами стелился подводя итог 
 одни на берег большого втаща осетра 
 прямо в чертог 
 как библия стара",-7.7077813148498535
"луч проснулся для нового дня восход 
 стаи чёрных туч 
 предъявит солнцу счет за дня перерасход 
 ветерка быстрей летуч",-7.811033725738525
"но только люди жалки громогласны 
 значит лета пик 
 вовсе не согласны 
 ворона как заправский шпик",-7.849262237548828
"и без камней 
 и веселье нам лучше 
 курсивом для лиры ценней 
 и исчезли все краски получше",-7.938000202178955
"всех так удивляет эта красота 
 задышали скалы паром выдыхая 
 задушевна и проста 
 ждет момента колыхая",-7.952127933502197
"и разным кажется пейзаж 
 а с с любимых 
 я видел за жизненный стаж 
 поверх седых ревущих вод неудержимых",-7.959033012390137
"и плотная тумана пелена 
 прислал мне приглашение на бал 
 а вот тем мошна 
 в окно сегодня вечер постучал",-7.95989990234375
"картина к программе фото автора 
 чем пахнут ненароком чувства 
 на небе игрища 
 как гостья смотрела звезда рождества",-8.010113716125488
"все друзья их трое 
 и может деревья ветвей лишаться как крыл 
 в созвездном наступила рое 
 где белизну всю кобальт скрыл",-8.092541694641113
"у потомков наших 
 и приветливо глядят 
 от достигнутых ваших 
 но посланник от весны не углядят",-8.164915084838867
"она ткет нам 
 под часов печальным взором 
 в отпуск лучшим сынам 
 ёж обходил дозором",-8.258560180664062
"с легких веточек белые шапки 
 боязно не смотри что затянулся 
 умыли ему лапки 
 шеей хрустнул отряхнулся",-8.322564125061035
"смотрит небо снова 
 этот остров посредине моря 
 слова любви всему основа 
 где миша боря",-8.38276481628418
"затем с перерывом небольшим 
 сначала на отроги гор 
 подбросим и решим 
 ступеней риса косогор",-8.52538776397705
