poem,gpt_lp
"вносится исправления добавления и на проглаженных линиях 
 мерещится на сердце родины москву 
 утро в австралиях 
 то ли в общую канву",-7.030289173126221
"тирана прежнева увековечил спаса звон 
 для неправды не нужно охов ахов 
 а потом вон 
 и счастлив будет в зоне блока сгоревший остов",-7.0393218994140625
"снесло стеной своей железной рукой 
 ныне а завтра я буду смирной 
 кой чего помалу кой 
 им что гитлер что сталин для вашей всемирной",-7.067699909210205
"вся россия в снегу лежит собака 
 в бинтах кровавых руки ноги мне свяжи 
 а в мачтах их высоте количестве позиции от юта бака 
 при жизни поддержи",-7.077767848968506
"только с поправкой 
 малая птаха сидела 
 новый асфальт лавочки в скверах травкой 
 солдат наш пал без битвы в поле бдела",-7.101883411407471
"россия могучая духом страна 
 благ денежных без чело вечную систему 
 и я перешёл в литейный цех серого чугуна 
 лицей в своих стихах гражданскую тему тему",-7.117757320404053
"я вернулся к семье 
 и никто и не живёт 
 ах да и нет мольбы на чье 
 давай друг в тюрьме он за дитя порвёт",-7.121583938598633
"возводили заводы дома хутора 
 так теряет время мир реальный из папье маше 
 фигурки из эквадора 
 мой опыт горький атташе",-7.125748634338379
"синим пятном рожи корчит 
 и мокры они 
 вино в подвале безумный строчит 
 нагрели руки просто ткни",-7.131661891937256
"у могил сгорают 
 щас без визы даже 
 вовеки в жизни все бывает тогда замирают 
 втих ую готовят россию к продаже",-7.151941299438477
"тому кто имеет больше прав 
 что наделён народ бедою 
 по полю только волны трав 
 и голову над ним дед с седою",-7.181084156036377
"о том солдате что лежал 
 преграды влюбленному нету 
 и уселся он сам не избежал 
 побед на счету",-7.193641185760498
"а на ваших детей 
 и все же беда миновала 
 за все миллионы смертей 
 тоня часто перематывала",-7.318642616271973
"где талибан вытесняет волю 
 http оглавление детский сад 
 я вам позволю 
 глубже цветет палисад",-7.31882381439209
"её чарующие дали 
 да и те будто кролики сами 
 мальчишки себя подрывали 
 там за небесами",-7.3321661949157715
"тех кто в бутиках равно что молчали 
 гертруда помнит что погиб тогда 
 там сульфазин накачали 
 что за нужда",-7.385130405426025
"дома смотрят телевизор 
 на трезвую голову 
 глупый чипам будет рад провизор 
 ну дал бы олову",-7.416347503662109
"светом и добром 
 вы на тысячу замков 
 оброк и чинш живи задаром 
 это было написано более рассказов очерков",-7.432547569274902
"в засохшую глину лицом 
 его прославил ваш балет 
 заняв престол совсем юнцом 
 лучом энергию мне шлет",-7.444947242736816
"как в поле чистом 
 кто был войной измождён 
 он был чокнутым расистом 
 порядок старый заведён",-7.470104694366455
"этой жестокой алчной и порочной 
 какое государство загубили 
 по временной 
 упаду я на народ забили",-7.483101844787598
"смятением сердца как прежде 
 морду каждому набьёт 
 простите вы поверили невежде 
 три вида способностей человечество разовьёт",-7.516232967376709
"вы как там их оказываются 
 путин россию с ними буду 
 симпатичные стороны чеченцев сказываются 
 про него я позабуду",-7.525418281555176
"терпкий зной азиатского дня 
 друг с другом стоя словно бы чудо 
 с таким стряпня 
 ему за что не вспомните худо",-7.526609897613525
"геройством сыновей кто крепче стали 
 тот кто напротив словно хлебом 
 раскинув крылья гуси гоготали 
 под европейским небом",-7.574801445007324
"европа сразу станет светло 
 давая им личную дорогу 
 не в петербурге после выпускного резко возросло 
 давайте землю мне в светлицу ввёл царицу недотрогу",-7.575441837310791
"вместо неё у них не справедливий 
 сердца немерянные бочки 
 лямпочку бросая с рук айфоны новий 
 не ведал дрочки",-7.63454532623291
"и быстро едим до светлого 
 в кюветки занесло 
 от тебя премного 
 вы в данный травле поскольку данное дтп привлекло",-7.641376972198486
"мы будем смеяться потом 
 памятник императору павлу i гор павловск 
 кружку с холодным компотом 
 стаханов брянку кировск",-7.673044681549072
"если он не сидит тот охраняет лагеря 
 профанами считает всех 
 я жи типеря 
 плотских позабыв утех",-7.790926933288574
"мало было барракуды 
 всем вместе разом 
 так посмотрим слушай а точно бермуды 
 углём золотом газом",-7.822084903717041
"состоит из счастливых людей 
 нужно самому всегда 
 такого не было дождей 
 макрон недоумок пан дуда",-7.831625938415527
"и проход во двор 
 развеяв в головах уж пустота 
 у тех раствор 
 без огненного щита",-7.833829879760742
"которой не должно сближаться лично с столкнулся 
 действительно такое бремя 
 нас ждут после долгих распрей ты очнулся 
 мысленно унести все прошлое негатив в сторону время",-7.8786234855651855
"как положено врачу я не видя толку 
 те герои те несли 
 он в самоволку 
 волнуемый на спинах пенсий наколи",-7.903263092041016
"снова тебя я оставила 
 всё как это часто бывает 
 кресту скорби подставила 
 новый месяц открывает",-7.910200119018555
"ты уже виноват 
 каменная тарелка из непала 
 известно чем сей симбиоз чреват 
 но замок что построен из песка рита разгадывала",-7.927985668182373
"с красивым именем марина 
 за окном тепло 
 облако пух или перина 
 хари нажрали язык помело",-7.943823337554932
"по сущности интернационален 
 она его назвала саней 
 подбор пьющих оригинален 
 чтоб жилося ей сытней",-8.03498363494873
"сначала сделали вдовой 
 за не будем 
 гному ри он дал мне займ нецелевой 
 тогда величия добудем",-8.121500015258789
"рука тверда и взгляд дальше чем окно 
 может не права 
 ничто что введено 
 бахтлувилиз са вахт ава",-8.240311622619629
"точно в ряд 
 с днём победы всех нас кто жив остался 
 яркий звукоряд 
 гнев прокатался",-8.265763282775879
"спустя месяц после войны преследовал и 
 так от большого видимо ума 
 воротца перевода узки 
 кто виноват увы сама",-8.274219512939453
"и тогда вкус сигары покажется 
 так это навсегда 
 зной полезным скажется 
 я убедился сам что дед да",-8.32186222076416
"с убежищами для детей из числа погибших 
 натёрла лук картошку 
 ища прилив поглативших 
 старшина под гармошку",-8.377883911132812
"а не достался никому джекпот 
 чтоб прикоснулся 
 забылся шопот 
 заря до острова баннета летом не обернулся",-8.42599105834961
"о если бы они отстраненно 
 или жрёт его ковид 
 правительство преуспевает дённо 
 эпоха группа ундервид",-8.532931327819824
"ветрам осадкам всем открыт 
 встали стеной 
 проход всюду закрыт 
 да кому уж как портной",-8.883197784423828
