poem,gpt_lp
"если я стану предметом многих научных прений 
 скоро год снова сменит себя 
 сняли покрывало с клетки а она без зазрений 
 единое на множество дробя",-6.833061218261719
"ты прости но прощайся 
 и только то что наконец тебя разоблачили 
 сон поскорей возвращайся 
 капулетти остроты точили",-6.841944217681885
"много разных людей 
 бывает сказка в любви 
 и клеймо непризнанных вождей 
 ты просто зови",-6.844449996948242
"как ни странно счастье было 
 с тобой странники 
 и без ножей без острых углов чтобы небыло 
 краски слов посланники",-6.847636699676514
"вот оно счастье незваное 
 как пестовали меня 
 белеют они белеют как платье рваное 
 о кара красного огня",-6.864782333374023
"и первое ты 
 что скажет мне любимый сказал живи 
 испишется в тетрадке листы 
 волна прокатится лови",-6.88169002532959
"с ним на перекладных 
 прокатит ходют конролёрши 
 нелюбимая стояла у входных 
 не потеряй люби верши",-6.889741897583008
"делай что хочет то и все потому 
 штормовой волной ударив в мол 
 экстаза час всему 
 а в комсомол",-6.891890048980713
"еще темнеет раньше чем рано 
 мой город стал 
 бесцеремонно и незвано 
 и в тебе же насчитал",-6.931552886962891
"это видно действует 
 желаньем воспылал изрядным 
 впопыхах сказала мол ждите подействует 
 но всегда был за нарядным",-6.959539413452148
"тоску по мёртвой тишине 
 заслони от ветра пустыней высох 
 теплесенький вітер війне 
 було добре нам удвох",-6.973451137542725
"поэт маяковский сказал бы нам 
 ты готов бросаться в укоры 
 иди там разливают кокс по именам 
 тёплый оттенок чая и коры",-7.004161834716797
"не видя в глазах 
 у любви твое 
 а яблоня в цвету в россе слезах 
 мир раскололся надвое",-7.013187408447266
"летним запахом с балкона 
 порванных жизнью и судьбой 
 мы слово из лексикона 
 без любви убой",-7.018887042999268
"ты протяни ко мне 
 и в неге глаз 
 потому как родом мы славяне 
 взгляд горяч кареглаз",-7.03297758102417
"не жаждите с охотой новой встречи снова поднят 
 с красным вином и равнодушно 
 в пожатии руки и головы сами подклонят 
 мне стало душно",-7.042117595672607
"мой любви моей со мной невторима 
 да будет свят 
 и в песочке для интима 
 апатии холодной и даже не язвят",-7.080627918243408
"но спасибо что мне до боли 
 скучают обо мне ты 
 прими смиренно горькой доли 
 висят картины холсты",-7.0948591232299805
"то надрывный а то прибой 
 ещё один союз построен 
 я возьму гитару и гобой 
 ты быстр лёгок строен",-7.102722644805908
"всё отразится в сфере скошу затянувшийся бой 
 шептала я тёплым ветрам 
 приезжай ты по прямой до тебя губой 
 я сто грам",-7.106420993804932
"о том как в перчатки 
 ты прекрасна и проста 
 как мир как полная взрывчатки 
 про нас с тобою идти верста",-7.112955093383789
"пей с волос губами запах 
 слышу как росою плачут 
 и замерев войти в прихожую оставив на распах 
 то камни вдруг заплачут",-7.1157708168029785
"отправляй мою душу 
 и иногда бывает несправедлив 
 нас раздирающих как тушу 
 а сегодня уже не тот разлив",-7.134897708892822
"смотрю я так сильно плечи закрывали 
 войдём без сомнений в бой идти 
 о как безмятежно уплывали 
 астрономы говорят что не обойти",-7.149572849273682
"королева без сна 
 дает подробнейший отчет 
 осенним сплином сражена 
 ветер гранит иссечет",-7.153696537017822
"море подскажет мне где ты физически 
 другие материалы автора 
 летим так героически 
 здравствуй ты спи любимая ягодка",-7.213309288024902
"твои стертые губы об тела других 
 стихи снимаются с конкурса 
 в намерениях благих 
 как будто из сказки русалочка ханса",-7.242623329162598
"и у тебя в уста 
 ненавижу тебя больше нет 
 я буду занята 
 как вложите ту гору из монет",-7.271341800689697
"выпил поел поржар погулял 
 зацелуй меня до основ 
 какие ум являл 
 и член выглядывал мой из штанов",-7.273275375366211
"был последним у меня запрет 
 осенней порой любоваться 
 взяв ее за руку берет 
 разве можно разочароваться",-7.289958953857422
"тем чётче слышу я больше не нужен 
 в пространстве медленно страдает 
 что к тебе своей контужен 
 смотрят на стены оседает",-7.333277225494385
"но орчицу орк 
 а как не ошибиться 
 в письме горькому русский умник 
 дымок над избушкой клубиться",-7.3398871421813965
"мне редко в последнее свиданье 
 свободно дышу где рыдают дожди 
 божье принимая изволенье 
 і від біди",-7.377981185913086
"немного страдала немного любила 
 что новых деятелей подойдёт черёд 
 для тебя не ласкал и не возлюбила 
 на защиту шёл вперёд",-7.394338130950928
"эт то что меня бросила спасибо 
 с поцелуем на правой твоей руке 
 всякое сходство с какими либо 
 ты в сером городке",-7.401332855224609
"щека по скулу вдавлена в плечо 
 забываем глаза любимые напротив 
 но на душе горячо 
 не идут против",-7.429595947265625
"со мной недопитый рай 
 просто тоска моей души 
 голосом томным ему подыграй 
 ты же с суши",-7.4327826499938965
"плели солдатиков из проволоки медной 
 и смеяться начал тоже 
 тёплая улыбка взгляд с улыбкой бледной 
 грибы приносила в рогоже",-7.4664201736450195
"и птицы прилетели 
 с надеждой ждут 
 я так раньше блестели 
 в сердце повесился сам собою надут",-7.5152153968811035
"наши бывшие жёны всё просят 
 в чувствах смятение так непонятное 
 он так не спросят 
 мне сулит не понятное",-7.529294490814209
"мы для пища 
 поцеловав бабулю в щёчку между делом 
 вокруг сплошная скукотища 
 видно нач отделом",-7.614005088806152
"воистину немного годы лечат 
 и станет вдруг незнакомая 
 а узнал ты меня не излечат 
 женщина сильна желанная искомая",-7.61743688583374
"когда ещё это 
 венцом чарующей армады 
 ты та кому яблоко 
 и по бокам безоблачной громады",-7.6515212059021
"меня волною чувств как полупьяны 
 возможно хватит затмевающей черноты 
 на моё стихотворение татьяны 
 задолго пепельно до явной темноты",-7.682253360748291
"и полетел наверх 
 к той что умерла 
 он не только а глазами вверх 
 но практически не вела",-7.749680519104004
"то дерзко смотрит то 
 верой надёжное безграничное 
 что она золото 
 а я глушу клубничное",-7.752382278442383
"группа внеконкурсных стихотворений идет голосование http 
 но прежде чем исчезнет дымка 
 постоянное место публикацииhttp 
 у ног поземка",-7.843470096588135
"каждый вздох тобой проник 
 испытает снова каждый 
 а эта глупая к чему душа как проводник 
 в опутавший дымкой невидый",-7.8980302810668945
"и бога богатых уже не молодой 
 от громкого призыва осторожно 
 буду себе звездой 
 и с багажом вы ковыляйте острожно",-8.007572174072266
"на блюдце ведьма фото 
 до самых наших дней 
 прикрил се бе на тъмното 
 я верю что та всех влюбленней",-8.044828414916992
"зачем в неё от злости 
 радости и невзгоды позади 
 и тебя сумеет повести 
 говорил не уйди",-8.105794906616211
"в них много электрических разрядов 
 не скроет мотивов она низких 
 но оружие сложено отброшен мешок снарядов 
 июля переходящая собор синайских",-8.144171714782715
"художник ирен шери 
 душа кружит парит 
 свои ты открывала двери 
 но ничего поверьте женщину не старит",-8.165334701538086
"я утром в гостях 
 нелепо часто но и начало 
 дни брои по тях 
 то море меня ласкало",-8.207901954650879
"а она приглушила свет 
 не видел твою морду б сто веков 
 что же городок я тот совет 
 не зная языков",-8.307254791259766
"голосование рассказ в стихах цветами радуги 
 они мне давали 
 та й злітні смуги 
 лучше мамы не воевали",-8.396025657653809
"я по пейзажу иду 
 и звонок ватсаапа 
 царю небе сный уте шителю ду 
 изъяны тела без мейкапа",-8.427818298339844
"в холодной ночи стук 
 где поверю может что тепло 
 ты вопросов штук 
 туман вокруг а может держит крепко барахло",-8.750657081604004
