poem,gpt_lp
"осенний снег так искрится и на сиденье 
 душа пускай бывает щемит и неуютно 
 грусти ты а ты не загляденье 
 просто будь со мной уютно",-6.407278537750244
"а друг другу ты дах 
 что днём ты опадає 
 мне не жалею о твоих льдах 
 sympathisch l довшіми падає",-6.410881519317627
"не написано я и люблю этого ленивого 
 знаю не для меня оскалом 
 так же как я из ревнивого 
 уже давно хожу с накалом",-6.420871257781982
"полощется ты оставила кабриолета 
 эту тебя в этот миг догнала 
 я хочу лишь чтоб стоять рядом бересклета 
 чтоб я ей она соврала",-6.428155899047852
"и к ней порхая 
 домой они не вспомнят 
 слов своих вопросов душу жжёт не плохая 
 душ гостей в сердцах не напомнят",-6.429946422576904
"большой никакой зря не знают в рецензиях 
 не купишь и глуха 
 все равно ты на претензиях 
 любишь и поёшь ты снова жизнь плоха",-6.43723201751709
"сне берёзы пушистые словно готовясь на ёлочку 
 зимней птенцы пропала улетели и звереют 
 сердце ледоходом как хорошо она новую обществу 
 празднику цветку откроет привет черёмухе зреют",-6.437232971191406
"не созданья мы клоны и клоня 
 знаменье жизни сей свет не зашепчи 
 грешных мы на земле только мня 
 душевную совесть волю излечи",-6.457686901092529
"отчаянный гневно иди напой свод 
 сергей жигалов ты захлебнешься 
 воскресеньи ада что выйдет в небосвод 
 с любовью она молитвой молитвой побеждая назовешься",-6.475712776184082
"во тьму он привычка надвербальное 
 зимней стужи красотою окружена 
 летний конец по морозу и снова разрозненное 
 о прошлом с травою зимушка стала припорошена",-6.486844539642334
"для меня я твоя любовь изрекут 
 я влюбилась ох как нечётко 
 как они в таких делах секут 
 она меняет и чётко",-6.489441394805908
"мы всё в лачугах 
 так и решать всех подлецом 
 болота и легион только на кольчугах 
 через пятнадцать дней сойду мальцом",-6.490768909454346
"рекой на небосводе света не ресницею 
 ни на серый лес в метро одномерный 
 и душистым посохом склеп синицею 
 лист розовый и сказочный",-6.504275321960449
"замкнутому кругу но птица лежит в стороне 
 застынет пока что дырявой 
 баба пройдёт и будет предвестник в огне 
 словно камень на самый итог корявой",-6.513839244842529
"не ищем мы и подвисли 
 вспоминаем о том что живёт земной орловская 
 славя богородицы хоть и перекисли 
 будет даже ещё набоковская",-6.5219645500183105
"взгляд томный волной искусной 
 так заманчиво в лучах очень сломленной 
 срывает ветер изящной безыскусной 
 так би смертельною надломленной",-6.535984516143799
"горизонта туман плещет руно 
 белые розы пенье трели зайки 
 вижу зимы да деревья и дійсно 
 дыша снова встретились на лоне солнечной лужайки",-6.539829730987549
"на мир сад манил 
 зелёные благие кресты в смоленских 
 былые кресты и я пленил 
 своих навалом в мечтах не игрой пылких",-6.544547080993652
"словно крест он проносит 
 тянет чай им и раскинуть 
 не зря им он подносит 
 потом ль не подкинуть",-6.56097412109375
"а у нас кажется я отдам омск 
 а глянь братва в тройках 
 в руках пять томск 
 солнце в пруду синее крылья на помойках",-6.565983295440674
"и принять спозаранку спешит здесь для ангельских 
 аромат весенних трав в носик воду зашивает 
 будем скакать и резвиться в извилистый обух 
 в иней радостно освежает",-6.577299118041992
"вот журавли улетают закатом он измарал 
 пути бежит по ним в дуги 
 быстренько к прикоснётся как как заиграл 
 охотничья сумка для обслуги",-6.586239814758301
"ты и вдруг вдруг трожь 
 пыль в прах и мысли толкаются 
 себе раздета по траве тёплым вечным дрожь 
 от прелюдий в душе растекаются",-6.595645904541016
"чудес я не думал что и срамов 
 куда и хоть упоенья 
 и до небесных храмов 
 а сегодня вступила унылая пора до песнопенья",-6.598241806030273
"понимать почему в жерле 
 человек твой лик в глубине стоит распространился 
 только он ты все твои в седле 
 где вода где навеки твой взор переменился",-6.59824800491333
"после встречи ей запомнится 
 какое счастье счастье смеётся и созданьем 
 и не дитя всю силу не опомнится 
 в обитель с победными знаменами притяженьем",-6.599623680114746
"зеркалам для сестёр привередливых 
 к сердцам кровавым желторотой 
 каплей серым и в планах грешных надоедливых 
 во благодарность иду добротой",-6.601519584655762
"на только в душе или по яду 
 тем и не любит простоя 
 своих не видит дорог по острому 
 наш народ обесценено обескровлено и батьківський предчувстоя",-6.6034836769104
"нему на ус спозаранку что онеменье 
 не герой и за всё и невнимательность 
 не упасть в штиль месяца обонянье 
 можно любовью собою не утратить внимательность",-6.61274528503418
"иконы человеческой силой ёбн меня крепко ощупывает 
 кается христос христос воскрес воистину воскрес зажигаем 
 возрождается рысь кромешная излучает 
 ко дну мы подключаем",-6.615340232849121
"дар в плен умножим 
 и без вниманья пусть покаянье вдохновенья 
 поймёт тебя и мы множим 
 будет выглядеть любо явит ум ощущенья",-6.619668483734131
"отдав и ветерок благовест увлажнённо 
 все стороною звонкоголосая и соловьем турину 
 благодать осень проливным дождём изменно 
 капелью зимним живительным старушкину",-6.620433330535889
"будешь смеяться и что по по гуантанамо 
 ты же так молчишь смывает сердце проела 
 в надежде любовь как в адамо 
 заретуширует твоя враждебность надоела",-6.621709823608398
"им господь и отгадать 
 вновь пророк пророк и хлещется 
 царь из руси порыдать 
 царь спасения и жизнь трепещется",-6.644230842590332
"помоги и очисть от грехов незаменимы 
 горячие молитвы чтоб забыть по жизни окаянные 
 смеха потерь своею долгожданной кровью грехи неисполнимы 
 победили просим нас чуждым тебе покаянные",-6.6459197998046875
"ночные знала долго можно угару 
 под ногами чудно звуки щека урожай раздутый 
 ноет как млеет от дождя к загару 
 журавль ворон ложится с души сдутый",-6.6487932205200195
"с полей арарата на покой плывут заслоны 
 гурьбой плывут к новому 
 поле и появляется сияние хрустальной склоны 
 протяну ладони мне кленовому",-6.6536736488342285
"ласкает ветерок листьев кружева скоро 
 отдаёт пролетело только лето не припожалует 
 не греет обещая станет спать не нескоро 
 придёт природа тёплым и свой пожалует",-6.654083728790283
"дверь дверь и тень птицей за мрачней 
 спиной я давно но кошка всегда защебетала 
 спешно всю жизнь милый мне родней 
 потому что я больше сам себя помотала",-6.655100345611572
"этот праздник настоящим в себе передастся 
 всегда ведь какая есть не неуместна 
 за нас только ему воздастся 
 стоит она её уместна",-6.671405792236328
"веселит самым весенним крылом звёздочкой помашешь 
 родился в городе темном 
 никто но не по воле машешь 
 когда они ждут меня на отдаленном",-6.6758131980896
"и на смену в гномом 
 этом городе школы напомнит лихо варшава 
 скитаясь уголь в берлоге вечно агрономом 
 год убегает лишь проливным дождем ласковым окуджава",-6.690258026123047
"воем эхом разлетелись бумажки и ломали бортах 
 и рубежи чтоб не слышавших 
 крайний так в мечтах 
 мыслях и не услышавших",-6.690929889678955
"счастья чтоб звёзды плескались 
 всегда а сколько в нем не разящих 
 на навылет коня смело зарекались 
 ко мне только сквозящих",-6.695166110992432
"вижу лишь тех в лучах 
 бесконечно только твой пепел нага 
 много его с тобою в свечах 
 чар я позабуду то что недолга",-6.702698707580566
"очень очень у каждого карузо 
 а нет я всё и не разверну 
 да говорит на ты крузо 
 уж не продолжай отдавать в сигану",-6.703479766845703
"в закате звёзд пустоту мерцает prelude 
 видел рассвет средь красоты алой зари подсушит 
 был рассвет и я отвечать порою freude 
 чаровницы день всё осушит",-6.704982280731201
"нежностью и вновь закрыть 
 в песок твои берега кружево тополей снегопады 
 коснусь родного дна и прыть 
 восторга небесной россыпи увядшей цвета камнепады",-6.705198764801025
"меня читаешь про метель заметишь 
 звуки вой под окошком шопена 
 гомон цвет людей зима погружается в отметишь 
 на сон и тепло утрена",-6.707794189453125
"лучах ты роза как дождь брехло 
 объятья морозец не согреет скрытым 
 если постели сердце гложет и высохло 
 та к нему зарытым",-6.714679718017578
"посылало мигая да бродить к монмартру 
 странно тогда когда я летаю в изреку 
 бреду я никогда не тая по утру 
 тебя давно не отвлеку",-6.7203569412231445
"иисуса множит святую войну от водитесь 
 мира от глупости своей нам милость ислама 
 сами от него и воротитесь 
 в пучину трубы из ада бедлама",-6.722352504730225
"яхты до земли поры льёт набекрень 
 из бусин первых паутин и усыпан ворохом 
 знак и белой песней влюблённых дроздах травень 
 руси поцелуем звонким шорохом",-6.7266340255737305
"слов к дождю и блага той лиловой 
 больше не прошу не одуреть 
 по кругу опять в запасе еловой 
 можно что осталось после в голове протереть",-6.7293782234191895
"водах берегов а чистотой красива воспоминанья клематис 
 цветов и река распростерлась 
 счастья все не кристис 
 сладкие мысли и любовь ссутулилась",-6.732694149017334
"пусть горит за окном мелодия томится 
 гляжу как тень на предзимнего 
 звенит серой и в ночь устремится 
 ночного ватой на берега зимнего",-6.737074851989746
"год в поры розовощёкая 
 упало на огороды вывел ряд качаясь миллионами 
 приподнята недотрогу отражаясь в облаках краснощёкая 
 мир в красе весна берется с легионами",-6.745861530303955
"вечная ночь на пересечении 
 в царство спит невидимым 
 душе души в заточении 
 вплетены в песнь преобразуйтесь видимым",-6.746429920196533
"безмерный сквозь прибой мирный смятение я сломлен 
 нашу любовь и мы уютными 
 ждём и мир надломлен 
 швыряем бросаем себя салютными",-6.749632835388184
"иегова и свет бризы 
 вы не запреты деньги повесят 
 не ответил мне все это всегда репризы 
 как же я прошу тебя как бесят",-6.751370429992676
"и благородство и вдохновение решенье сам обретаем 
 мы скрываемся под маской и глотками мелики 
 небо глубоко глубоко допускаем 
 прозрачною слезами в душе грошики",-6.751585483551025
"безликий цветы и засушенные 
 так нравится величье и мехмет 
 на что же вмиг потому что просушенные 
 тех тіло все икромет",-6.75364875793457
"будто вата но светла лишь в перуэты 
 серых упал в поля выстроив 
 такой забытый луч прощальный гэты 
 не найдёт своих напоив",-6.753974914550781
"почки клубники нет арбуза пощекотать 
 ковёр безликий в ручье утопаешь на сладкое 
 ранах росток и подметать 
 белеет прибрежную пруд в дневных гладкое",-6.754007339477539
"любую душа душа и пени 
 вдруг мне лучше хворало 
 тебя молю не бросай мне ступени 
 жаль что ты мне юности не набрало",-6.754152774810791
"в века вернулись планы в нерушимою 
 стужу ночами восемь русских часовых 
 в пятницу первым первым несокрушимою 
 молоком чертит древний род святой средь многовековых",-6.759591102600098
"что дождями пожаром раны вымывают 
 я вижу маму сжимаю занемело 
 от нежных рук рука в руке выслушают 
 руки и карие свечи молясь неумело",-6.761697292327881
"сожалению к свету взывать 
 призывает погулять ноябрь как сосульки гарпуны 
 к нам улыбнётся луч он спешил околдовать 
 в жаркой сказочной белизны",-6.763268947601318
"поцелуй мой в еде 
 и тревожным ждут брички 
 берёзки и родные ребятишки галдят в слободе 
 наряды отступила зима вьют из объятий электрички",-6.767827033996582
"хотелось бы в лесах буду вопить 
 страх больше не буду больше умирать миллиметру 
 могилу спасителю не ступить 
 хорошее всё шагом по сантиметру",-6.774785041809082
"что ты мне мой несравнимый 
 что жаль отныне я рыжая послушная 
 одуванчиков в воду с неба сравнимый 
 знак красавице моя спокойная как непослушная",-6.776086807250977
"всё печали и вновь о супруге 
 с добром над добром приходит и веселит 
 обещаний в тихом круге 
 небесным светом что лабает дождь вылит",-6.7769389152526855
"и листьев я к вам беспощадна 
 имею придаст защита к вам и пропиариться 
 его с любовью всегда досадна 
 вас за себя с уважением обнулиться",-6.786047458648682
"богородица у меня запрети травам над хлевом 
 мне верь пусть солнце не осветит 
 домой но руку прижимая пусть на левом 
 меня явится ледяным и смутит",-6.7895612716674805
"любви и к другому доплёлся 
 как дважды слов двустишия 
 не хватало слегка вплёлся 
 милые считать тем подряд четыре автора четверостишия",-6.793113708496094
"хвост сами воды нет немного времени невосполнимый 
 и не в понедельник 
 лукавый не нерасказуй мне гонимый 
 сей только грозный насельник",-6.796860694885254
"стать нам почаще приободряя 
 с миром и всех с верою прожив 
 перед теплом творца всем бога вверяя 
 в душе оживает дух души уничтожив",-6.799283027648926
"волну мы с ним прочитали 
 край и край июльский август смелей 
 в ладони лучам греть пристали 
 меня придёт весна его и нежность хрусталей",-6.805942058563232
"замуж а вырос день был ослепший 
 чудес но будет ночь так и оскорбленья 
 славный с утра святой окрепший 
 заложено в ситуации как зерно и неведенья",-6.810472011566162
"местами как кто цветет сонная москва лесок 
 туманная вуаль а облака в воеводу 
 белоснежных хмуры и душа басок 
 влечёт вдаль задуй эту тонкую воду",-6.811741352081299
"роковой там не столкнёшься 
 сопит глядит на море риф в антураже 
 молод но господа в очнёшься 
 прозрел ты в сохраненью жизни на страже",-6.812374591827393
"прохладой и снова позади недопоет 
 лето безмерное и воплей эпидемия прошедшая 
 мысли смеются и воспоет 
 ты складно блюзы вошедшая",-6.816665172576904
"поспать отдыхаю за на минутку я разнаряжен 
 бы в лесу как приготовленье 
 кустов не бойся я запоя поражен 
 мысли своим твоим духом отмщенье",-6.8173322677612305
"тюльпаны стиснув на изломе волосы с мятлице 
 стола и подойду к прозреньи 
 к встречу тільки раком уж привет волшебнице 
 знаєш я й i будуть давала крещеньи",-6.827374458312988
"белой росой колышутся к дальним поражениям 
 играет речка погасли свечи приобретаются 
 людей рождаются по достижениям 
 согревая огнём твой свет из врагов сотрется",-6.828250885009766
"холста дрожа воздух пустая атлантида 
 мы с тобой контактировали 
 нет да зимы вот и эвклида 
 когда вдоль лесов опали",-6.831376075744629
"одна на небе звезда ты шуми 
 быть с тобой вместе место 
 дышишь ты мне не тебе займи 
 обидно возможно главное ты вместо",-6.83450174331665
"лучик света с небес наполняет живоначальной 
 иисус услышь меня как находишь 
 к тебе святой морской и рад завьюженной 
 дому чтоб жизнь волшебную продлить всходишь",-6.835932731628418
"долг все свои и всё не прокрадусь 
 о чем искал свой крест принося 
 и раком я с вами сойдусь 
 да бумагой мира отряся",-6.83604097366333
"у головы в воздухе свистит и оседала 
 непогода на природе светами 
 наступает ли солнца душа увядала 
 могучей и долгожданной заветами",-6.837261199951172
"они и зато ржавеют 
 и с суетой поллуковички 
 нам и друг о друге левеют 
 все то пустые детишки без игнатовы записочки",-6.856322288513184
"под подушкой пустынные берега да потихоньку догорит 
 си знайду где волошки изнеможённые 
 чилериз куквица дзе я пестрит 
 всміхайтеся на всім раптоўна неотвеченный прокажённые",-6.857866287231445
"он милостью милостью милостью нежной решимости 
 не любит жизнь красу твою проткнуло 
 и радость на нерешимости 
 песке бабочек б качнуло",-6.859067440032959
"увы хвосты я их и продхватила 
 а что ж везде меня кряхтят 
 и я по дороге бредила 
 из листьев падают твои дамы грустят",-6.859416961669922
"пламя почек весть на резьбе 
 приход весны природа замысловаты 
 ароматы лёгкое блаженство и растворялась татьбе 
 солнышка грезить несущей и незамысловаты",-6.859603404998779
"поднимает золотые вершины ветвей голас 
 на землю тучи помутневшие 
 в тучи бросают тучи на постучалас 
 падают дождём на позеленевшие",-6.862720012664795
"своей везде заветы а там в неоходимости 
 и нет да за один внешний безсимптомник 
 след но в каждодневности 
 когда выбрал россию ледник",-6.864861488342285
"белую кабалу туманы закисли 
 стужу в миг боляче 
 был увлечен звёзды прокисли 
 катились любовью pavel аряче",-6.8819146156311035
"какая собака вьюга сменив экспромт и урсуляк 
 душа трудная на праву 
 дорогах и бойся так ты маляк 
 держись все ещё не по нраву",-6.882683753967285
"жарче солнца когда смысл отстроили 
 мало хоть страшное сердце да в нечестности 
 много сердца сомненья настроили 
 я труд в собственной и честности",-6.884848594665527
"что со мной я так скучен 
 в крылья лишь шагни 
 только сердечный стереть у этой жизни докучен 
 как без боя но ты не извини",-6.889035224914551
"ведь будут снова ждать и словаря 
 когда все ли меня все отпустят 
 в детства часто скучал они смотря 
 тебя никогда не пустят",-6.895186901092529
"жить так много оживленных 
 в сиянье любовь обомшелый 
 красива глаз у жареных 
 душе кожи своей под замшелый",-6.896825790405273
"ты с надеждой и свой друг диванчик 
 поделись и мечтой что счастье вновь исполнится 
 у народа на слове светлый одуванчик 
 вечности душой и природной красоты мир пополнится",-6.89793062210083
"про слон мёд дармоеды не к подъездам 
 пусть нет прикрас ну покуда не негалантный 
 ну а я одно не сплю заездам 
 такого не красный красный иудушкам навальный",-6.90444803237915
"спасение не всех отрада не обойдут 
 верх с головой вновь пока ты помолись 
 тайга а звенят и кладут 
 в россии зачаровав впряглись",-6.905824184417725
"метель и музыку и композицию 
 как иль сам себе снегом не перекроешь 
 я плачу на ивана диспозицию 
 матросів стільки ж кроешь",-6.905858993530273
"фоне неба пятнышко солнечного света в кутузку 
 ярких картинах прохладной качу 
 запах мне не радует улетаю в блузку 
 заката следующей встречи в твоїй зашепчу",-6.909222602844238
"разносит их жаворонка пенье его изготовлено 
 неба тьму и капли доя 
 крест и за покаяние и обескровлено 
 за благодать молюсь тебе предстоя",-6.909307479858398
"сих пор не понял ты крутая неугомонная 
 твой но был из кристаллов 
 воспет и святость моя и лимонная 
 личные зелёные личные владелец металлов",-6.909996032714844
"цветом золотом белым белым несла 
 прежний ангел с неизъяснимым 
 бывало но древо жизни обняла 
 воскреснув навсегда путником своевольем гонимым",-6.910567760467529
"говорили выбор наш отложен 
 нами только ты пробирался 
 меня вдогонку держи того кто не разложен 
 никто до тебя не прибрался",-6.91112756729126
"мороз дождь кружит сбавило 
 улице осень золотая хрустит простыней 
 морозом в небе весною мирное добавило 
 тепла в реках позвучней",-6.915109157562256
"много могли когда их тело изведаю 
 вечность вставала и ко благому 
 ближним вложено людей отведаю 
 мы ими тебе всеблагому",-6.924861431121826
"копьём оружием духи мне велели покориться 
 семена песни при свете городов полесья 
 гор склоны гор облаку и дальше отвориться 
 ей увидеть она сиянье поднебесья",-6.92803955078125
"начал не бери за старт и подзаебало 
 это что мир мне нужен и перейти 
 хочется прекрасной любить чтоб ничего не выдержало 
 от всех но никак не жълти",-6.929741382598877
"такая повинность если я закончу 
 то стужа всех бросив сласть попкой кор 
 на ветках маки прикончу 
 кружевной кружевной рисует декор",-6.936172962188721
"глазах льётся мне то на крылатское 
 то сложно я геолокации 
 не хочу в какое время их ордынское 
 пропеть в москве институт теме опции",-6.938482284545898
"уходит ветер хлопья закрывший 
 танце хлопья как хлопья уплотненья 
 карнавал наш мир нещадно снова покрывший 
 грея свои сны леченья",-6.939706802368164
"кто попал в спину куда втыкаясь 
 я не знаю что автором 
 может быть делом следует дети толкаясь 
 часто себя изматывал соавтором",-6.942219257354736
"мне забыть ране утро вздохнёт 
 солнцем да отдай что то хмарь 
 без царствия и счастлив уснёт 
 чем мы побеждаем владимир пономарь",-6.942694664001465
"житие по ней взапуски 
 дороге как шла беда по лыжне 
 русской нахлынувших жизни февральски 
 не прячь в простыне",-6.9456095695495605
"что всё все течет сигаретный вихрь взведён 
 тоскою весну не умножает 
 мечтам и поэт не рождён 
 на свиданье в улыбке сини одинокую источает",-6.948215961456299
"и мне уж видно погрел 
 крест пришёл там в жерле 
 ли жил он в мучениях пригрел 
 в свой дом и шле",-6.951751708984375
"свиданье поймёт я умираю своей физкульт 
 в месте но прах неистребим 
 в глазах сегодня гештальт 
 стоишь ради иисуса мать щедрот грубим",-6.957789421081543
"все так то занялось 
 кто ждёт в дыму засну 
 не собрать что срослось 
 немногочисленных оставшихся от смахну",-6.958237171173096
"но ты вспомнишь меня рассеивать 
 имя как красива при жизни и салате 
 тебя будет уходя упрашивать 
 тихо в помятом маскхалате",-6.961188793182373
"дворе в поляне сверху пробежаться распускаясь 
 к вечеру стаи снегирей с прислонившись 
 встречаем по лесу не толкаясь 
 осина декабрь из окна сентябрем слившись",-6.963459014892578
"не поддаться на встречу все на kochan 
 может бы поверю спрошу тебя я завжди 
 в хоровод моих надежд bandhan 
 мою мать среди степей губитель душ зажди",-6.96412992477417
"сияют выше и летающих 
 и пение птиц нечётких 
 кружева у окна улетающих 
 самых высот и всех новых чётких",-6.964155673980713
"кричит тебе на ветер стан на жилках 
 наверно жесток и не так cпросите 
 рука в сковал сердце поджилках 
 голод тащить в ад мы не стоите",-6.9731059074401855
"древо ну когда халтура 
 стоит и над иконами 
 такт как тосненский фактура 
 марьино тосненский ленинградская обл терриконами",-6.975754737854004
"идет река не верь 
 ангел разве меня калечит 
 не надо надо бери и проверь 
 от чувства позади чубучит",-6.978450775146484
"может быть но мир близится 
 прольётся на свет взбрызнули 
 моста и силой сблизится 
 грехов тех метелицы брызнули",-6.9791951179504395
"последнюю картину выглянет благословлённый 
 яркая осень и уйдёт разнеженных 
 словно в школу осень взгляд удивлённый 
 красоте и души звёзд душ изнеженных",-6.98423957824707
"сегодня я твой силуэт приковала 
 взгляд на ладони на меня приуныло 
 и мне бы права когда вдруг околдовала 
 где он здесь заныло",-6.9863715171813965
"равновесие носит и в душе нечтожжно 
 мечты и слёзы терзают смыкают 
 и это неправильно весьма не ненадежно 
 мне уж проблемы места не размывают",-6.988348484039307
"так мол я не приму и уйду 
 этот код помолюсь cool 
 нет терпения терпения мам и смиренно жду 
 о дедах расскажем и hartlepool",-6.989034652709961
"земля такой же сильный ветер и бесенок 
 день который я сказал желание 
 что не плохо циплёнок 
 мне ваши слова всевышнего терпение послание",-6.993184566497803
