poem,gpt_lp
"нет идеальных на земле 
 мы сами создаём себе кумиров 
 все лишь фантазия лишь мысли в голове 
 никто не знает что на самом деле мы 
 так жаждем получить от мира 
 никто за нас не в праве только мы 
 решать на что и как потратить время 
 но мы ведомы и глупы 
 во всем виним судьбу 
 и тянем жизнь как бремя 
 никто 
 никто и никогда 
 не скажет то что мы хотим услышать 
 и даже если скажет это будут лишь слова 
 чтоб вроде как казаться ближе",-4.152586936950684
"о радхарани как же сильно я тебя люблю 
 ценю тебя я всей своей душою 
 о радхарани как же сильно я тебя люблю 
 прошу тебя будь рядышком со мною 
 г",-4.191052436828613
"простых и девственных созвучий 
 я слышу хор хрустальное журчанье ручейка 
 сбегающего с горной кручи 
 и звонкий треск влюбившихся цикад 
 и шелест густолиственных платанов 
 и шёпот свежий ветерка 
 как будто клавишей невидимых органа 
 коснулась трепетно рука",-4.223999500274658
"растаял снег опять вода 
 газон зелёный как всегда 
 машины едут 
 везут 
 the snow melted water again 
 the lawn is green as always 
 cars are going somewhere 
 they are taking someone somewhere 
 эту конструкцию можно назвать неологизмом 
 а что думают эксперты 
 неологизм мой",-4.227654933929443
"скажи мне что в тебе не ложь 
 прошу хоть раз будь откровенна 
 ты каждый день самозабвенно 
 вонзала в мою спину нож 
 а я не знал знать не хотел 
 и никого вокруг не слушал 
 а ты клевала мою душу 
 как ворон мясо мертвых тел 
 скажи мне в чем моя вина 
 за что мне это наказание 
 внутри остались лишь терзания 
 внутри холодная война 
 по полу склянки с ядом сплошь 
 так не хотел я видеть это 
 прошу скажи мне по секрету 
 скажи мне что в тебе не ложь",-4.2395124435424805
"приснись мне пожалуйста в этом столетии 
 приснись наяву на этом лишь свете 
 в любой день недели и месяц любой 
 приснись и останься моею судьбой 
 приснись просто так без особых причин 
 во снах мы не властны доплыть до глубин 
 приснись хоть на миг постучи в мою дверь 
 там в клетке томится мой раненый зверь 
 я сердцем зову и душой умоляю 
 приснись наяву я тебя заклинаю 
 ведь только во сне я с тобою летаю 
 приснись без тебя не живу пропадаю",-4.240606307983398
"хрупкая веточка надломится 
 в зимнем промерзшем лесу 
 ели мохнатые в вечной бессоннице 
 держат луну на весу 
 дремлют медведи в берлогах заснеженных 
 сыплется снежная пыль 
 тянется зимняя",-4.253692150115967
"может надо было быть другими 
 может надо было быть другой 
 не в одиночку не врозь 
 не дожидаясь покоя 
 без недосказанности 
 насытиться любовью 
 на тысячи лет вперёд 
 нам надо было быть другими 
 мне надо было быть другой",-4.256153106689453
"паришь как чайка на просторе 
 весь этот мир у ног твоих 
 а я в глазах тону как в море 
 твоей бессмысленной любви 
 с тобой расстанемся мы вскоре 
 не можешь долго быть с одним 
 и твоё сердце часто спорит 
 с предназначением своим 
 паришь как чайка на просторе 
 весь этот мир тебе знаком 
 а мне останется лав стори 
 как горький кофе с молоком",-4.268964767456055
"мы же родину любим сами 
 прославляя её стихами 
 восхищаясь её частями 
 и любуясь ею часами 
 мы же родину любим сами 
 и с белеющими парусами 
 с голубыми её небесами 
 и с торчащими в небо крестами 
 мы же родину любим сами 
 с мужиками и королями 
 с бездорожьем и дураками 
 с господами а чаще рабами 
 мы же родину любим сами 
 остаётся скрипеть зубами",-4.28101110458374
"тобой дышу во сне и наяву 
 и жизнь свою я по тебе сверяю 
 ты океан и там на глубине 
 гармония и свет 
 в любви твоей как в колыбеле засыпаю 
 а рано утром нежась на волнах 
 я просыпаюсь в ласковых объятьях 
 и новый день встречаю я с улыбкой на устах 
 на них горит твой жаркий поцелуй 
 как поцелуй весны 
 всегда желанной в новых ярких платьях",-4.302239894866943
"уходят дни как осенью с дерев 
 спадают листья шелестя и каясь 
 а я смотрю на действо оробев 
 как будто перед жизнью извиняюсь 
 за то что в суматохе не успел 
 за то что до конца не состоялось 
 за то что оказался не у дел 
 когда подкралась медленная старость 
 за то что накопил полно грехов 
 и за признанье оных запоздалость 
 за то что мало написал стихов 
 и часть из них плохими оказалась 
 за то что я со временем притих 
 немного не дойдя до нигилизма 
 что этот никому не нужный стих 
 вам не прибавил капли оптимизма",-4.302606582641602
"когда я вижу его становлюсь не собой 
 когда я рядом с ним я вся растекаюсь 
 исчезаю когда он передо мной 
 и от дрожи внутри огнём разгораюсь 
 а когда мы близки это не описать 
 потому как вообще от себя улетаю 
 и я не хочу ни о чем рассуждать 
 в ощущениях этих я с ним растворяюсь 
 он открыл страсть во мне 
 эти чувства ни с чем не сравнить 
 и мне хочется жить улыбаться 
 смеяться творить 
 и мне хочется просто любить 
 и делиться всем с ним по любви 
 с лювадра",-4.310571670532227
"ах ваши гнилые уста так и пронзают мою хрупкую душу 
 не знаю что у вас на уме но уж точно не любовные чувства 
 ваши слова избиваю меня как боксерскую грушу 
 но как и она не способен я ранить ваши наигранные чувства",-4.32507848739624
"весёлой птицей 
 стрелой влетела 
 как чаровница взметнулась в танце 
 и песнь запела 
 а с нею вместе запели птицы 
 да и капели 
 на ветках листья вмиг распустились 
 зазеленели 
 а в небе солнце раскинув томно 
 свои ресницы 
 глядит в оконце дыханьем тёплым 
 ласкает лица",-4.3332648277282715
"александр 
 ярославович 
 князь 
 в монашестве 
 алексий 
 святой благоверный русской 
 православной церкви 
 полководец 
 невской битвы 
 ледового побоища 
 литовского похода 
 в которых 
 разгромил 
 объединённые силы 
 орденов крестоносцев 
 осуществляющих 
 drang nach osten 
 прославлен в народе 
 александром невским",-4.350865840911865
"сменялись дни то солнце то ненастье 
 но я вдруг понял раз и навсегда 
 что есть на свете красота и счастье 
 когда услышал поля мориа 
 хотя с годами мы не молодеем 
 но знаю есть на свете чудеса 
 я становлюсь моложе и сильнее 
 когда я слышу поля мориа 
 всему свой срок и жизнь не бесконечна 
 но в музыке что свыше нам дана 
 маэстро жив и хочется жить вечно 
 чтоб слышать вечно поля мориа",-4.350887298583984
"я ищу тебя для спасения 
 чтобы жили в любви со христом 
 чтобы в церковь по воскресениям 
 мы ходили с тобою потом 
 и молились с тобой чтобы искренне 
 чтоб делила невзгоды со мной 
 и была в моём сердце ты искрою 
 твоей и стеной 
 в небе грусть догорает осенняя 
 и пылает прощальным костром 
 я ищу тебя для спасения 
 чтобы жить в любви со христом",-4.355534553527832
"расцвела сирень по весне в саду 
 кепка набекрень по селу иду 
 девки из окон улыбаются 
 кудри на ветру развеваются 
 я иду такой обстоятельный 
 судя по всему привлекательный 
 а гармонь моя эх трехрядочка 
 для красавиц моих завлекалочка 
 растяну меха и польётся вдруг 
 над селом моим песенка подруг 
 под напев шумит куст сиреневый 
 рядом клен стоит ох застенчивый 
 эх гармонь моя пой трёхрядная 
 где же ты моя ненаглядная 
 цвет сиреневый в волосах шумит 
 а в груди моей всё сильней болит",-4.356069087982178
"когда усталый ты приходишь в дом 
 и сердце разрывается на части 
 не хочешь думать ни о ком и ни о чем 
 в окошко вдруг стучится счастье 
 с опаской смотришь на него 
 и в голове сгущаются сомнения 
 а вдруг опять не то не то 
 и не напрасны опасения 
 но сердце верит в чудеса 
 и вера что нуждалась во спасении 
 откроет ясные глаза 
 и вдруг прошепчет с удивлением 
 что в жизни многое бывает 
 нельзя закрыться от всего 
 порой нам счастья не хватает 
 не отпускай лови держи его",-4.362306118011475
"пути господни неисповедимы 
 не зарекайся люди говорят 
 вы не судите да не будете судимы 
 ведь многие не знают что творят 
 у каждого была своя дорога 
 и мы не знаем что он пережил 
 и много ли страдал как верил в бога 
 что познавал чем в жизни дорожил 
 не нам судить кто прав а кто виновен 
 не каждый видит собственный изъян 
 что говорить мы все небезгреховны 
 и затмевает свет самообман 
 господь дает всем шансы на спасенье 
 любовь способна душу исцелить 
 раскаянье как новое рожденье 
 и к господу невидимая нить 
 на исповеди душу открывая 
 мы ждем любви небесного отца 
 и воле божьей кротко доверяя 
 наполнятся надеждою сердца",-4.363602161407471
"если я о тебе ещё немножко подумаю 
 ты мысли мои почувствуешь 
 если снишься и я не хочу проснутся 
 ты в моем сне присутствуешь 
 если чувства свои не могу придать огню 
 значит мы с тобой возможны 
 если не перестану к тебе тянутся 
 и когда то коснусь осторожно 
 потому что уже без тебя не могу 
 существовать в этом мире 
 значит всё сбудется 
 пожалуйста скажи мне",-4.3747334480285645
"лоскуточками мокpого шелка 
 на деpевьях повисла листва 
 и по тоненьким веточкам щелкают 
 с силой кpупные капли дождя 
 гнутся клонятся веточки тонкие 
 так напитана влагой листва 
 лоскуточки шелковые скомканы 
 и под ветpом тpепещут едва",-4.381053447723389
"и это тихий разговор с тобой 
 сложа ладони у своей груди 
 ты рядом был холодною зимой 
 я шла но ты всегда шел впереди 
 я падала и не могла кричать 
 и тишина въедалась в мой рассудок 
 но ты подхватывал меня опять 
 и укрывал крылом от этих суток 
 я сердце разрывала на куски 
 а ты заштопывал клочки один к другому 
 и снова разжимал судьбы тиски 
 ведя меня к единственному дому 
 и это тихий разговор с тобой 
 мой верный друг бесценный мой хранитель 
 спасибо что всегда одной тропой 
 идешь со мной мой ангел мой спаситель",-4.389663219451904
"я прощаюсь с тобой я прощаюсь 
 и душой пред тобой раскрываюсь 
 я любить увы не умею 
 но держать любовью своей не смею 
 я прощаю тебя я прощаю 
 что молчишь и что тебе я мешаю 
 из двоих любит сильней 
 и ему всегда будет больней 
 ты прощаешь меня ты прощаешь 
 но чувства свои от меня ты скрываешь 
 скажи не стоит бояться 
 что настало время",-4.3908772468566895
"мысли комом 
 то ли в горле 
 то ли в районе предсердия 
 им никак не выскочить не пролиться 
 я не жду от тебя милосердия 
 но как же так вышло 
 что я снова смогла влюбиться",-4.395332336425781
"он говно и ты говно 
 ты недавно он давно 
 ну а нам не всё ль равно 
 он говно и ты говно 
 постскриптум 
 написано на стихотворение евгения евтушенко я евгений ты евгений гений ты не гений я говно и ты говно",-4.400444507598877
"места сердцу ближе нет 
 чем дом где ты родился 
 в котором жил немало лет 
 грустил любил и веселился 
 где бы ты не жил сейчас 
 куда бы не закинуло судьбой 
 каждый день и каждый час 
 твоё сердце просится домой",-4.417997360229492
"сладкозвучный соловей 
 спой мне песню как орфей 
 спой мне песню о лужайке 
 о растущей травке 
 встань ко мне лицом скорей 
 покажи свой клюв смелей 
 взмах мне крыльев покажи 
 как прекрасны соловьи",-4.419108867645264
"в поцелуе сладком сливаются уста 
 шепчу тебе да 
 обнимаю робко и нежно 
 искры страсти разгораются мятежной 
 искры страсти все сметают на пути 
 ты мне жарко шепчешь о любви 
 искры страсти вспыхнули костром 
 мы с тобой сгораем в них вдвоем",-4.419373989105225
"я тебя волновала 
 я тебя проклинала 
 я делилась с тобой 
 твоим именем всех называла 
 твоим именем я касалась 
 невысказанных слов 
 я любила 
 я остыла 
 я простила",-4.42796516418457
"мы должны быть добрее 
 нежнее и благоразумней 
 мы должны быть осознанней 
 как никогда ранее еще не были 
 зачем идти против всех 
 нарушая границы и правила 
 ведь не та сейчас ситуация 
 чтобы на ней хайповать 
 мы должны быть мудрее 
 в этих не простых обстоятельствах 
 когда на кон поставлена жизнь 
 жизнь всех нас и каждого 
 и нет лучшего в эту минуту счастья 
 как здоровыми быть и 
 в этот час всех кто рядом снами 
 именно в этом спасение и моя отрада",-4.431992053985596
"там под яблоней душистой 
 мне всегда легко и чисто 
 я прикоснусь к коре щекой 
 и яблоня опустит ветви 
 так словно бабушка рукой 
 погладит и затихнет ветер 
 и запах клевера с полынью 
 мне бросит в ноздри черный 
 там мои корни и святыни 
 прадед в георгиевских крестах 
 сюда за тополиным пухом 
 я прилетела и пою 
 пропитанная русским духом 
 я здесь творю я здесь люблю 
 вот так во мне частицы две 
 и я вплету барвинок в косы 
 и выйду к волжскому откосу 
 ветрам навстречу и судьбе",-4.432978630065918
"я кисть возьму и нарисую лето 
 траву и листья бабочек цветы 
 и небо переполненное светом 
 и пляжные весёлые зонты 
 я нарисую зори и туманы 
 и россыпь яблок вымытых росой 
 лесные земляничные поляны 
 и дождик тёплый серой полосой 
 январский день холодный и унылый 
 а мне тепло и на душе легко 
 я лето рисовала и забыла 
 что до него ещё так далеко",-4.449385643005371
"гуляет осень в монастырский стенах 
 роняет покаянную листву 
 в слезах дождя коленопреклоненно 
 притих камыш в заброшенном пруду 
 крест в хмуром небе прорисован чётко 
 над аркой врат крылатый херувим 
 и странник ветер как в молитве чётки 
 перебирает бусины рябин 
 в ветвях берёзы зацепилось солнце 
 в обители безмолвье и покой 
 лишь только в келье светиться оконце 
 и тает время свечкой восковой 
 поленница промокшие ступени 
 травой пожухшей тянет от земли 
 а в вышине с печальным песнопеньем 
 летят над куполами журавли",-4.45745849609375
"снег тает прямо на глазах 
 весна стоит уж на пороге 
 в далеких синих небесах 
 сияет солнце на восходе 
 на завтра ожидается весна 
 первый день её существованья 
 она всегда как девушка мила 
 полна неповторимого очарования 
 и вновь подснежник зацветет 
 и будет слышен птичий гомон 
 забудутся вьюги и мороз 
 и воздух снова будет невесомым",-4.465760231018066
"пусть скажет что они невзрачны 
 и слишком незатейливо просты 
 внимания не стоят однозначно 
 в них нет той несравненной красоты 
 что так присуща орхидеям розам 
 иль лилиям и не утешат взгляд 
 цветы такие не навеют грёзы 
 и совершенством лепестков не поразят 
 но стоит присмотреться и прелестней 
 поверьте не найдете вы цветов 
 им посвящают птицы свои песни 
 любуясь разнотравием лугов 
 полей нескошенных заслышав песни эти 
 мы верим в исполнение мечты 
 и радуемся жизни словно дети 
 приметив эти скромные цветы",-4.480307102203369
"только пройдя через боль и страдания 
 верой наполнится ваша душа 
 только тогда к вам придёт понимание 
 и осознание роли творца",-4.482132911682129
"у каждого есть в жизни те места 
 куда стремится сердце возвратиться 
 и состояния души что навсегда 
 способны в этом сердце поселиться 
 вдруг ветер принесёт знакомый запах 
 и соскользнёт с щеки по волосам 
 я звук волнующий услышу в каплях 
 стекающих на душу как бальзам 
 и мысленно хочу опять вернуться 
 в то состояние что душу бередит 
 и с головой в воспоминанья окунуться 
 а они тянут тянут тянут как магнит 
 и вот уже стою на берегу я 
 без страха в ту же реку я войду 
 ее прохладу я почувствую другую 
 но та же я тот же поток и тот же дух",-4.4898881912231445
"господь раскрыл свои объятья 
 спешу к нему в нарядном платье 
 в бутонах розовых аллея 
 бегу по ней от счастья млея 
 май приукрасил все деревья 
 гирляндами цветов весенних 
 и соловьи к нам прилетели 
 слышны повсюду птичьи трели 
 бог нашей встрече улыбнулся 
 легко руки моей коснулся 
 и молвил что бы ни случилось 
 всегда с тобою божья милость",-4.507557392120361
"я так хочу тебя обнять 
 я так хочу с тобой ласкаться 
 я так хочу тебя понять 
 и через слёзы улыбаться 
 мне так твоя понятна боль 
 и я по жизни был обманут 
 и превращён был в жалкий ноль 
 но я убитый снова встану 
 и докажу что я живой 
 и повернусь к врагам с презреньем 
 ведь верный друг всегда со мной 
 со мной моё стихотворенье 
 из рецензии к стиху",-4.511761665344238
"можно в буду твоим светом 
 а ты моей тайной 
 которую храню под сердцем я 
 ведь нет прекраснее тебя 
 зачем нужны слова 
 когда твои глаза в моих 
 зачем нужны глаза 
 когда душа одна на двоих 
 и если бы меня спросили 
 готова я заново все испытания пройти 
 я бы ответила готова 
 если в конце окажешься рядом со мной ты",-4.51342248916626
"бл 
 звени есенина строка 
 звени и радуй мою душу 
 я не устану тебя слушать 
 звени есенина строка 
 звени в душе моей и в сердце 
 рождай восторг и красоту 
 в прекрасный мир открой мне дверцу 
 и крылья дай мне и мечту 
 сколь наслажденья в твоих звуках 
 сколь прелести в звучанье том 
 в них страсть тоска сомненья муки 
 и восхищение и стон 
 январь июня год ессентуки",-4.518661022186279
"не спасут пилюли и микстура 
 если в сердце бога нет 
 пусть горит всегда не гаснет 
 в душах наших божий свет 
 пусть сомненья все развеет 
 и появится в сердцах 
 искорка любви как пламя 
 и уйдёт из всех нас страх 
 божий свет пусть льётся в души 
 благодать пусть снизойдёт 
 мрак растает и под утро 
 солнышко опять взойдёт",-4.520924091339111
"вариация http 
 целуй меня подольше повкуснее 
 целуй меня и не жалей тепла 
 целуй меня я знаю ты умеешь 
 как будто всё другое не дела 
 целуй меня позволь мне позабыться 
 я так хочу не думать ни о чём 
 пока твоя домашняя тигрица 
 свои прикрыла длинные ресницы 
 целуй меня и дай мне позабыться 
 в столь сладком одиночестве вдвоём",-4.523573875427246
"ты нашёл себе другую 
 я осталася одна 
 ты нашёл себе другую 
 не жена и не вдова 
 ты нашёл себе другую 
 видно в том моя вина 
 превратилась я в чужую 
 и тебя та увела 
 закатилось мое солнце 
 и замолкли соловьи 
 та как роза под оконцем 
 расцвела вся от любви 
 но дай время жизнь изменится 
 все что было то прошло 
 возродится переменится 
 что отцвело 
 вдруг воскреснет с новой силою 
 и раскроет мой цветок 
 для другого стану милою 
 и забуду твой порог",-4.524773120880127
"пусть небеса накроют звёздным 
 покрывалом 
 и ангел сторожит в ночи 
 ваш сон 
 и звёзды соревнуясь с облаками 
 донесут до вас свой нежный 
 перезвон",-4.534729957580566
"новорожденные кленовые листочки 
 едва раскрылись и прекрасны как все дети 
 они трепещут на ветру и рады очень 
 теплу и солнцу и на свете 
 цветов кленовых ярко зонтики желтеют 
 вокруг жуки летают майские беспечно 
 они бедняжки представленья не имеют 
 как жизнь их звонкая увы недолговечна 
 весна цветет и с каждым днем она пышнее 
 и взор с восторгом ловит новые картины 
 все так стремительно и хочется полнее 
 успеть увидеть ощутить не пропустить 
 но я боюсь не охватить и",-4.5360612869262695
"в тебе всегда загадка есть 
 я каждый раз её не в силах разгадать 
 мне легче радышком тихонечко присесть 
 и с интересом за тобою наблюдать 
 когда вдруг грусть меня накроет словно мрак 
 один лишь взгляд твой может светом озарить 
 ты парой фраз докажешь мне что я слабак 
 но мне так нравится с тобою говорить 
 когда с тобою ненадолго расстаюсь 
 и от тоски ищу куда же мне податься 
 я потерять тебя панически боюсь 
 мне просто хочется тобою наслаждаться",-4.5462541580200195
"сверкает молния и гром грохочет 
 и ливень льёт как из ведра 
 земля охладиться хочет 
 от зноя летнего до раннего утра 
 вновь от грозы природа оживает 
 и зеленеет под дождём листва 
 и словно небо нас благославляет 
 и зеленеет радостно трава 
 и дышит влагою здесь всё живое 
 и ночью отдых от жары вдруг получив 
 хвалу возносит в царствие святое 
 всю душу небесам открыв",-4.550410270690918
"окружите себя красотой 
 звёзд на небе луной в ночи 
 окружите себя теплотой 
 треск поленьев и веток в печи 
 окружите себя добротой 
 чтоб подать платочек 
 окружите себя похвалой 
 и создайте свой собственный очерк 
 и любовь подарите себе 
 нужно сделать и этот шажочек 
 ведь на свете так здорово жить 
 и без всех остальных заморочек",-4.556084156036377
"ты тоже знаешь мой господь как это больно 
 когда стоишь с незащищенною душой 
 когда гремят колокола на колокольне 
 и все хотят чтоб поскорее ты ушёл 
 ты помнишь сердце разрывается от страха 
 за всех любимых что к погибели идут 
 а на холме уже готовы крест и плаха 
 и те что любят непременно предадут 
 и слёзы катятся из глаз твоих невольно 
 и очень хочется от участи уйти 
 ты тоже знаешь мой господь как это больно 
 когда не может от беды любовь спасти",-4.567598819732666
"здрасте добрые люди ну как там у вас в федерации 
 хорошо без меня или хуже всё день ото дня 
 вы смеялись когда я дышать не могла в эмиграции 
 а меня отпускать не хотела родная земля 
 но теперь все не так беспощадное время расставило 
 все свои закорючки над вашими жалкими i 
 вы изгнали меня по своим быдложопинским правилам 
 позабыв испросить разрешенья у русской земли 
 и теперь всё не так и смеюсь я когда вы не можете 
 ни дышать ни роптать на родившей поэта земле 
 здрасте добрые люди я с наганом и в кожанке 
 вы изгнали меня чтобы я возродилась во мгле",-4.569043159484863
"ты выбираешь в жизни путь 
 иди прямой дорогой ходатая 
 она покажет вам ту дорогу 
 которая одна единая от бога 
 дорога верная дана нам от пророка 
 выводит нас она из тупика 
 шаги свои сверяй всегда 
 с путями сына и отца 
 ты в мир пришёл 
 чтоб делать добрые дела 
 жить без греха 
 всегда по заповедям божьим 
 а тем кто погряз в грехах 
 покайтесь и делайте лишь добрые дела 
 тогда будет чиста ваша душа 
 от нечести и зла",-4.584060192108154
"как объяснить когда расходятся пути 
 когда ты понимаешь что вам теперь не по дороге 
 когда не видно вообще что впереди 
 а в прошлом было разное и много 
 как говорить когда закончились слова 
 и слёзы и любые чувства 
 когда нет больше страха что сойдёшь с ума 
 и нету страха перед посторонним буйством 
 что говорить когда вся боль уже пережита 
 самостоятельно и горько 
 и когда пройденная тёмная тропа 
 травою зарастает потихоньку",-4.584262371063232
"я чувствую себя уютно средь маргиналов хамов и скотов 
 я чувствую себя неглупым меж лицедеев мимов и шутов 
 я только ненавижу быть в кругу святош чванливых и лжецов 
 я только презираю жизнь под призмой толкований мудрецов 
 мне бесов в рясах хочется изгнать открывши окна двери 
 в храм пускать дух истины свободы и любви еще до света 
 до зари до полночи до темноты когда б меня не растерзали звери 
 не сделали своим когда б души моей раскрылись двери 
 пусть солнце озаряет небосвод и черви источающие плод 
 покинут сгинут растворятся в мгле отступят и сгорят в огне 
 аминь",-4.588874816894531
